article_id,titre,texte,categorie,source,date_publication,nb_mots,prediction,latence_ms
465,Sommet franco-allemand à l'Élysée,Mise à jour — Le président a accueilli son homologue allemand pour un sommet bilatéral sur la politique énergétique européenne. Une déclaration commune a été signée sur la refondation de Schengen.,politique,AFP,2024-06-25,31,politique,562.5296999996863
466,Carambolage sur l'A10 : trois morts et douze blessés,Un carambolage de dix-sept véhicules dont trois poids lourds sur l'A10 à Dourdan a causé trois morts et douze blessés dont quatre en urgence absolue.,faits_divers,Reuters,2024-11-14,25,faits_divers,569.7080999998434
467,Exposition Vermeer à Amsterdam : deux millions de visiteurs,Le Rijksmuseum réunit 28 des 37 tableaux de Vermeer dans une rétrospective ayant accueilli deux millions de visiteurs en quatre mois.,culture,Le Figaro,2024-06-17,21,culture,523.3986000002915
468,Braquage de bijouterie à Lyon : 400 000 euros de butin,"Trois individus armés ont braqué une bijouterie du centre de Lyon, emportant environ 400 000 euros de bijoux et d'espèces.",faits_divers,AFP,2024-07-12,20,culture,503.9163000001281
469,Meurtre à Nantes : un suspect interpellé,"Selon nos informations, la PJ nantaise a interpellé un homme de trente-deux ans soupçonné du meurtre d'un voisin dans le quartier Bellevue quarante-huit heures après les faits.",faits_divers,Libération,2024-02-19,27,faits_divers,545.3145999999833
470,Le CAC 40 franchit les 8 000 points pour la première fois,"Selon nos informations, la Bourse de Paris inscrit un record historique, le CAC 40 franchissant le niveau symbolique des 8 000 points en séance.",economie,Le Parisien,2024-11-25,24,economie,513.5798999999679
471,La BCE relève ses taux pour la troisième fois,"La Banque centrale européenne relève ses taux de 25 points de base, portant le taux de dépôt à 4,25 pourcent. Les autorités compétentes n'ont pas commenté.",economie,L'Équipe,2024-07-06,26,politique,547.8568000007726
472,Meurtre à Nantes : un suspect interpellé,"Selon nos informations, la PJ nantaise a interpellé un homme de trente-deux ans soupçonné du meurtre d'un voisin dans le quartier Bellevue quarante-huit heures après les faits.",faits_divers,Les Échos,2024-09-16,27,faits_divers,568.1711999995969
473,Grève SNCF : syndicats rejettent les propositions salariales,"La troisième journée de grève a paralysé un quart du trafic TGV. Les syndicats rejettent la hausse de 4,3 pourcent proposée sur deux ans.",economie,Reuters,2024-06-14,24,politique,529.4814000008046
474,Faillite de Butagaz : 800 emplois menacés,"Le fournisseur de gaz en bouteille dépose son bilan, mettant en péril 800 emplois. Un repreneur est activement recherché.",economie,Le Parisien,2024-02-14,19,faits_divers,498.02830000044196
475,Braquage de bijouterie à Lyon : 400 000 euros de butin,"Selon nos informations, trois individus armés ont braqué une bijouterie du centre de Lyon, emportant environ 400 000 euros de bijoux et d'espèces.",faits_divers,L'Équipe,2024-01-23,23,culture,517.3703999998907
476,Roland-Garros : Djokovic s'offre un 24e titre majeur,Djokovic remporte son vingt-quatrième titre du Grand Chelem sur la terre battue parisienne en quatre sets face à son adversaire espagnol.,sport,Le Parisien,2024-01-09,21,sport,545.480800000405
477,Exposition Vermeer à Amsterdam : deux millions de visiteurs,"Selon nos informations, le Rijksmuseum réunit 28 des 37 tableaux de Vermeer dans une rétrospective ayant accueilli deux millions de visiteurs en quatre mois.",culture,Les Échos,2024-04-10,24,culture,511.13190000069153
478,Stromae annonce une tournée mondiale de cinquante dates,"Après deux ans d'absence, Stromae annonce cinquante dates mondiales débutant à Bruxelles, avec cinq soirées à Paris La Défense Arena.",culture,L'Équipe,2024-08-02,20,culture,516.6075999995883
479,Exposition Vermeer à Amsterdam : deux millions de visiteurs,Mise à jour — Le Rijksmuseum réunit 28 des 37 tableaux de Vermeer dans une rétrospective ayant accueilli deux millions de visiteurs en quatre mois.,culture,Reuters,2024-09-23,25,culture,525.8061000004091
480,La BCE relève ses taux pour la troisième fois,"Mise à jour — La Banque centrale européenne relève ses taux de 25 points de base, portant le taux de dépôt à 4,25 pourcent.",economie,AFP,2024-08-14,24,politique,521.5416000000914
481,Roland-Garros : Djokovic s'offre un 24e titre majeur,Mise à jour — Djokovic remporte son vingt-quatrième titre du Grand Chelem sur la terre battue parisienne en quatre sets face à son adversaire espagnol.,sport,Le Figaro,2024-09-22,25,sport,546.4522000002034
482,Ballon d'Or : le milieu du Real Madrid sacré pour la quatrième fois,Le milieu de terrain du Real Madrid remporte le Ballon d'Or pour la quatrième fois de sa carrière lors de la cérémonie au Châtelet à Paris. Les autorités compétentes n'ont pas commenté.,sport,Le Monde,2024-11-20,32,sport,552.0181000001685
483,TotalEnergies annonce un bénéfice record de 19 milliards,"Mise à jour — Le groupe pétrolier publie 19,2 milliards d'euros de bénéfice net, en hausse de 28 pourcent. Hausse du dividende et rachat d'actions annoncés.",economie,Libération,2024-01-24,26,economie,534.4780000004903
484,Référendum en Nouvelle-Calédonie : résultat contesté,"Le référendum a donné 96,5 pourcent pour le maintien, chiffre jugé non représentatif par les indépendantistes qui boycottaient le scrutin.",politique,Libération,2024-06-04,20,faits_divers,503.5149999994246
485,"Chômage : le taux remonte à 7,4 pourcent au T3","La Dares publie des statistiques en hausse avec un taux de chômage à 7,4 pourcent sous l'effet de licenciements dans l'industrie manufacturière. Les autorités compétentes n'ont pas commenté.",economie,Reuters,2024-07-15,28,politique,555.0264000003153
486,Référendum en Nouvelle-Calédonie : résultat contesté,"Le référendum a donné 96,5 pourcent pour le maintien, chiffre jugé non représentatif par les indépendantistes qui boycottaient le scrutin.",politique,Le Parisien,2024-12-08,20,faits_divers,522.4021000003631
487,La comédie musicale Brel dépasse le million de spectateurs,"Créée il y a dix-huit mois, la comédie musicale consacrée à Jacques Brel au Palais des sports dépasse le million de spectateurs.",culture,Libération,2024-03-17,22,sport,530.6780999999319
488,Bordeaux bascule à gauche après vingt ans,"La candidate de gauche a remporté la mairie de Bordeaux avec 53,2 pourcent des voix, mettant fin à vingt ans de gestion de droite. Les autorités compétentes n'ont pas commenté.",politique,Reuters,2024-09-21,30,politique,548.1140000001687
489,Le Sénat rejette l'amendement sur la proportionnelle,"Par cent quarante-deux voix contre quatre-vingt-sept, le Sénat a rejeté l'amendement sur la dose de proportionnelle. Ce vote constitue un revers pour l'exécutif. Les autorités compétentes n'ont pas commenté.",politique,L'Équipe,2024-06-14,29,politique,561.3760999995066
490,Meurtre à Nantes : un suspect interpellé,"Selon nos informations, la PJ nantaise a interpellé un homme de trente-deux ans soupçonné du meurtre d'un voisin dans le quartier Bellevue quarante-huit heures après les faits.",faits_divers,Le Monde,2024-01-07,27,faits_divers,552.9943000001367
491,JO Paris : la France troisième du classement des médailles,,sport,Le Parisien,2024-07-01,0,sport,439.5094000001336
492,Sommet franco-allemand à l'Élysée,Mise à jour — Le président a accueilli son homologue allemand pour un sommet bilatéral sur la politique énergétique européenne. Une déclaration commune a été signée sur la refondation de Schengen.,politique,Reuters,2024-11-07,31,politique,590.2484999996886
493,Versailles ouvre son programme pour les scolaires défavorisés,,culture,AFP,2024-10-21,0,politique,469.06290000060835
494,Ballon d'Or : le milieu du Real Madrid sacré pour la quatrième fois,Le milieu de terrain du Real Madrid remporte le Ballon d'Or pour la quatrième fois de sa carrière lors de la cérémonie au Châtelet à Paris. Les autorités compétentes n'ont pas commenté.,sport,Le Figaro,2024-10-25,32,sport,612.3606999999538
495,Le Sénat rejette l'amendement sur la proportionnelle,"Mise à jour — Par cent quarante-deux voix contre quatre-vingt-sept, le Sénat a rejeté l'amendement sur la dose de proportionnelle. Ce vote constitue un revers pour l'exécutif.",politique,Le Parisien,2024-12-25,27,politique,568.560300000172
496,Paralympiques de Paris : record d'audience télévisée,"Selon nos informations, les Jeux paralympiques de Paris 2024 établissent un record avec 4,2 millions de téléspectateurs par soirée, soit une progression de 40 pourcent.",sport,Libération,2024-01-23,25,sport,524.594900000011
497,"Le Louvre atteint 9,6 millions de visiteurs en 2024","Le musée du Louvre enregistre un record historique d'entrées, porté par la réouverture de la salle de La Joconde après deux ans de rénovation. Les autorités compétentes n'ont pas commenté.",culture,Les Échos,2024-12-26,30,culture,557.2849999998652
498,Avalanche dans les Alpes : sept randonneurs secourus,Mise à jour — Sept randonneurs pris dans une avalanche sur le massif du Mont-Blanc ont été secourus après six heures d'opérations par la gendarmerie de haute montagne.,faits_divers,Reuters,2024-04-15,28,sport,534.1914000000543
499,Incendie à Aubervilliers : sept blessés,"Selon nos informations, un violent incendie s'est déclaré dans un immeuble de dix étages à Aubervilliers, causant sept blessés dont trois graves après inhalation de fumées toxiques.",faits_divers,Le Parisien,2024-05-26,27,faits_divers,544.3593999998484
500,"Chômage : le taux remonte à 7,4 pourcent au T3","Selon nos informations, la Dares publie des statistiques en hausse avec un taux de chômage à 7,4 pourcent sous l'effet de licenciements dans l'industrie manufacturière.",economie,Les Échos,2024-02-21,25,economie,558.1535999999687
